61,火箭是从发射台发射的。,我喜欢带着记事本和铅笔开车去海边画画。,一名妇女正在一张纸上记下一些笔记。
62,该物质足够轻，可以漂浮在水面上。,嘿！把那个花车扔给我。,尘埃颗粒漂浮在大气中。
63,以前这附近有个池塘。,这里周围曾经有一个大池塘。,如果不是他抓住她的手臂，她早就掉进池塘里了。
64,,,
65,附近有一家花店。,我看见桌子上有一朵花。,奇怪的是，枯萎的树上开了一朵花。
66,我们有非常大的荷叶。,莲花散发着一种难以形容的宜人香气。,你能坐莲花座吗？
67,供应相对于需求。,听取与问题相关的事实。,他三岁时成为孤儿，由一位远房亲戚抚养长大。
68,金钱是万恶之源。,这两个词是同一词根的。,二是十六的第四根。
69,我们必须始终努力为他人服务。,如果我能以任何方式为您服务，我将很高兴。,为了更好地为您服务，您的通话可能会受到监控。
70,我们决定扩大业务范围，销售一些食品。,灯悬挂在树枝上。,帕蒂太矮了，她够不到树枝。
71,当小偷听到狗叫时，他就逃跑了。,它对她叫吗？,狗一看到我，就开始吠叫。
72,标签贴在后备箱上。,你的后备箱锁上了吗？,边境有一个检查站，他们会在那里检查你的后备箱。
73,我们要分开结账。,我们不能通过外表来区分绵羊和山羊。,服务员，请给我们单独结账。
74,京都市中心交通严重堵塞。,他声称这笔巨额财产由他支配。,台风造成的损失是巨大的。
75,每个人都必须努力拯救环境。,外面漆黑一片。,凡摸沥青的，必被玷污。
76,鲤鱼的寿命没有受到千足虫的干扰。,长寿的秘诀是谨慎选择父母。,这个简单的测试可以预测你的寿命。
77,加利福尼亚州和内华达州接壤。,卖淫在内华达州大部分地区是合法的。,赌博在内华达州合法。
78,园艺已经流行了好几年了。,这些天我在园艺只是为了消磨时间。,父亲一有机会就做园艺。
79,您可以用樱桃或菠萝装饰鸡尾酒。,我喜欢装饰我的公寓以满足我的品味。,我喜欢用鲜花装饰我的房间。
80,这是茉莉茶吗？,我会喝一些茉莉花绿茶。,他们种了茉莉花和橄榄。
81,别拐弯抹角了，直接告诉我吧！,不要拐弯抹角。,我们在灌木丛中发现了被盗的包。
82,这种藤蔓缠绕在树木周围。,茄子不是从葫芦藤上得到的。,马里博尔有一棵相当古老的葡萄藤。
83,相框本身比图片更有价值。,玛丽娜·贾尔斯（Marina Giles）就是在这种心态下与丈夫一起离开英国的。,鲍勃把肖像装在一个漂亮的镜框里，但它是颠倒的。
84,苹果树开着美丽的花朵。,苹果花被霜冻住了。,杏树盛开了。
85,最好忽略他的怪癖。,按半日元及以上的分数计算，但忽略较小的分数。,如果我是你，我会忽略它。
86,有一条禁止乱扔垃圾的法律，但很少执行。,请公众不要在这些树林里乱扔垃圾。,不要乱扔垃圾！
87,海边是孩子们玩耍的理想场所。,这是野餐的理想天气。,新方法一点也不理想。
88,空气柔软，土壤湿润。,海风潮湿。,给我一条湿毛巾。
89,言语是银，沉默是金。,金门大桥是铁建成的。,金门大桥有多长？
90,你的嘴唇像仙人掌一样柔软。,生活就像舔仙人掌上的蜂蜜。,我买了一棵仙人掌。
91,除了容忍它，别无他法。,我们不会容忍任何从事恐怖主义的人。,你怎么能容忍那个粗鲁的家伙？
92,温度计为37摄氏度。,昨天气温降至零度以下五摄氏度。,水在0摄氏度结冰。
93,如果没有水，任何生物都无法生存。,老鼠是胆小的动物.,多么可爱的生物啊！
94,你的观点太乐观了。,他父母的看法是他把收入浪费在了一个傻女孩身上。,我们在山上的学校可以看到山的全景。富士。
95,当你避难时，确保你躲在一棵大树下。,无家可归者寻求躲避阵雨的庇护。,无家可归者寻求躲避寒冷的阵雨。
96,熊开始撕扯帐篷。,尽管天很黑，我们还是设法找到了回到帐篷的路。,领导者应该知道在哪里搭帐篷。
97,强者会生存，弱者会死亡。,核战争后谁能生存？,很少有人能在核战争中幸存下来。
98,一个发现是，物种之间的关键特征不同。,日本仍在努力摆脱衰退。,这个秘密将在适当的时候揭晓。
99,放开我，你这个小害虫！,别成为害虫！,萨米是个小害虫。
100,来吧，和我一起玩吧，我好无聊！,你看起来很无聊。,观众显得很无聊。
101,橡皮球之所以会弹跳，是因为它有弹性。,这件游泳衣是由弹性材料制成的。,用双手揉搓面团，直至有弹性。
102,一名送货员正在送来一组人造花。,这是一朵人造花。,这些是我祖母的假牙。
103,警察穿着防弹背心。,汤姆穿着防弹背心，所以子弹没有杀死他。,防弹玻璃已经拯救了许多生命。
104,你需要把背心翻过来，它是从后面到前面的。,冬天我会在背心上穿一件外套。,我需要把这件绒面革背心带到干洗店。
105,你很幸运，因为他没有咬你。,请咬紧点。,老鼠被逼急了也会咬猫。
106,我很少看到它。,我们的会议很少准时开始。,英国人很少在火车上与陌生人交谈。
107,如果你的孩子喝了毒药，请赶紧送他去医院。,我因毒藤而起了皮疹。,他以为有人在他的汤里下了毒药。
108,我来请你。,正如你对待我一样，我也会对待你。,教师应该公正地对待所有学生。
109,房间里一片混乱。,桌子一片混乱。,船上没有任何混乱的迹象。
110,为什么人们不冬眠？,熊在冬天冬眠。,为什么男人不冬眠？
111,随时可能发生紧急情况。,我从来没有想过好的想法。,它随时可能发生。
112,整天都在下雨。,生活成本不断上涨。,在游泳池中，水被连续泵送通过过滤器。
113,你必须解释你缺席的原因。,您如何解释您的缺席？,你不在期间梅格给你打电话。
114,你的脉搏很规律。,医生把脉。,医生给我把脉。
115,按照这个速度，我们不太可能在本周结束之前完成。,所得税率随着工资的增加而按比例增加。,无论如何，我们明天必须去拜访他。
116,这是一种两栖动物。,有鳞动物就像毛茸茸的动物，其“毛皮”是爬行动物或两栖动物。,疥疮就像一只毛茸茸的动物，它的“fursona”是爬行动物或两栖动物。
117,我喜欢炒菜中的豌豆荚。,搅拌混合物直至起泡，然后放在一边。,这一消息引起了轰动。
118,我会尽力不打扰你的学习。,它会影响你的学习。,很抱歉打扰你，有你的电话。
119,这个世界是一个疯子的巢穴。,他们要么在棚子里，要么在书房里。,只有进入虎穴才能抓到幼崽。
120,一个农场男孩不小心将一车小麦翻倒在路上。,他不小心用锤子撞到了拇指。,哦不，我不小心把手指锯断了！我该怎么办？
121,今天66号公路上发生了一起撞车事故。,汤姆举起撬棍，打算砸碎袭击者的头。,如果你再这样对我说话，我就砸碎你的脸。
122,我想你了,你想我吗？,我会想念你的烹饪。
123,由于该地区发生战斗，石油供应暂时中断。,苹果暂时缓解了我的饥饿感。,由于大雾，交通暂时暂停。
124,你犯有谋杀罪。,你让我感到很内疚。,据我们所知，他有罪。
125,他的谎言压在了他的良心上。,你有良心做这种事吗？,你应该按照你的良心行事。
126,驴是坚韧的动物。,首先，那种工作对我来说太难了。,我们的工作很艰难。
127,有时他可能是一个奇怪的人。,这个石死的家伙没有朋友。,喝了几杯酒后，这家伙感觉不到疼痛了。
128,她很会戏弄人。,别取笑我了,你是个戏弄人。
129,去把那个恶霸打一顿。,他曾经欺负他的朋友。,他就是喜欢欺负人。
130,我对你的疯狂行为感到困惑。,这种行为会影响你的荣誉。,她对我的行为背离了常态。
131,迟早，你会后悔自己的懒惰。,你很快就会后悔你的鲁莽行为。,我很遗憾我告诉了你。
132,你能为使用暴力辩护吗？,你的言语无异于暴力。,我们不应该诉诸暴力。
133,收银台在哪里？,结账时间是什么时候？,条形码使结账速度更快。
134,会议以乐观的气氛结束。,请注意会议议程的变化。,请将纸条传递出去。
135,下周我们将买一辆新车。,我想购买您最新的邮购目录。,我想买几双靴子。
136,这一举动让我很不爽。,她开始抱怨，然后哭了。,他的祖父母整天除了发牢骚什么也不干。
137,你最好不要再犯这样的错误。,我们必须承认我们犯了一个错误。,出现了一个错误。
138,公交车站并没有排太长的队。,然而，你必须排队.,日本人和英国人通常在公交车站排队等候。
139,辅导员说汤姆患有典型的强迫症。,恐惧是一个糟糕的顾问。,汤姆询问他的指导顾问如何申请大学。
140,记者毫不犹豫地侵犯人们的隐私。,总的来说，记者会毫不犹豫地侵犯一个人的隐私。,说出真相时不要犹豫。
141,你必须毫无偏见地判断案件。,我们将对你的情况作例外处理。,你所说的不适用于本案。
142,你试图说服他是没有用的。,我们很难说服他。,就算你是对的，我们还是得先说服他。
143,很抱歉，您要联系的人暂时无法联系。,我们无法与他们取得联系，直到为时已晚。,一旦发现任何情况，我们就会联系他。
144,毕竟，他们的交通方式根本不会产生任何污染。,我们将采取什么形式的交通工具？,通勤者因罢工而失去了交通工具。
145,我无意伤害你。,我的鞋子很痛。我很痛苦。,这双鞋太紧了。他们很痛。
146,受苦是人的命运。,除非很快下雨，否则这座城市将严重缺水。,经常在户外工作的人不会失眠。
147,纽约有许多商业公司。,电视广告卖得很好。,我喜欢那个广告。
148,尝试成为一个更加理性的消费者。,居民消费价格指数一直波动剧烈。,它是一部直面消费社会阶级问题的文学作品。
149,尝试估计你在书上花了多少钱。,最低估计也要三万日元。,"即使粗略估计，最多也只有2,000人。"
150,人们经常指出，模糊的微笑是日本人的典型特征。,但这是一个典型的草原国家，我们享受凉爽的气温。,这样的话对他来说是如此典型。
151,一位伟大演员的儿子凭借自己的能力成为了一名好演员。,最后，詹姆斯·邦德成为了一名演员。,一名拳击手和一名演员向我们走来。
152,,,
153,他是一位出色的教育家。,他是一位伟大的教育家，所以他的孩子们真的很听他的。,幸运是我们的母亲，不幸是我们的导师。
154,他的人生观非常唯物主义。,你觉得我太物质化了吗？,他是一个如此物质主义的人。
155,勘察下面的风景。,调查结果将适时公布。,这项调查太长，无法快速完成。
156,放弃自己最喜欢的财产并不容易。,他所有的财产都装在那个盒子里。,我需要更紧地控制我的财产。
157,当地学校董事会不遗余力地禁止这本书。,有人试图禁止电视广告。,针对此案的新闻禁令昨天被取消。
158,我认为这个质量不如那个。,他的这部小说不如前一部。,这台机器的耐用性不如那台机器。
159,每个人都对非法移民持敌对态度。,我因非法停车被罚款20美元。,部长因非法交易而陷入困境。
160,教师的工资低于律师。,薪资根据年龄和经验固定。,我可以预支工资吗？
161,他们抢劫，而且互相欺骗。,此外，我仍然不认为这是一个巨大的文化差异。,不，不，而且，不！
162,,,
163,该协会距离组织良好还有很大差距。,该协会自成立以来一直将业余爱好者排除在外。,我申请成为该协会的会员。
164,宴会主办方品尝了一下水，水变成了酒。,所有费用将由赞助商承担。,我的赞助商愿意同意我的建议。
165,据我了解，罗宾逊将这个因素视为次要因素。,社交关系对于这项业务来说是次要的。,女人必须永远扮演次要角色吗？
166,这完全取决于你如何处理它。,很难处理哭泣的婴儿。,我想我能应付。
167,总的来说，储蓄正在增加。,我一生的积蓄都被骗光了！,医生的账单确实占用了我们的储蓄。
168,公司的管理不同于公司的所有权。,成功的企业建立在谨慎的财务管理之上。,该公司由外国管理。
169,我们的家庭预算出现赤字。,众议院削减了对外援助预算。,委员会批准了预算草案。
170,越来越多的已婚夫妇分担家务。,早上6点，一家人就已经醒了。,我想和家里的女士谈谈。
171,为了量入为出，你必须减少额外的开支。,我们必须削减开支以节省开支。,这能支付假期费用吗？
172,我们的建议是公司投资新设备。,当我投资股票而不是债券时，我感到安全。,我的建议是投资政府债券。
173,我没有兴趣把我的钱投入你的梦想。,一家银行借给我们钱并带利息。,银行对高风险客户的贷款收取更高的利息。
174,你弹吉他很像专业人士，不是吗？,一些学生喜欢弹吉他。,鲍勃不仅弹吉他，还会吹长笛。
175,你看起来是一个诚实的人。,你似乎是一个诚实的人。,如果你诚实，我就会雇用你。
176,请耐心等待。这需要时间。,我的驾驶教练说我应该更有耐心。,你得有耐心
177,努力提高你的英语水平。,医生可能是错误的，一些患者可能会突然好转。,如果你尝试，你可以提高你的英语水平。
178,我们对胜利充满信心。,我相信不会有世界大战。,"她说：“他看起来多么自信啊！"""
179,你必须鼓起勇气。,我钦佩你的勇气。,我钦佩你的勇气。
180,你的友谊对我来说是最宝贵的。,怀疑会破坏友谊。,之间的树篱让友谊保持绿色。
181,玛丽羡慕地注视着乔治。,这幅画是令人钦佩的对象。,我对你的勇敢充满钦佩。
182,课堂上保持安静就是尊重别人的睡眠。,我尊重你所做的一切。,讨论的基础是相互尊重。
183,你现在已经长大了，可以养活自己了。,在你这个年纪，你应该养活自己。,关于您的请求，我将支持。
184,如果世界不是现在这个样子，我可以相信任何人。,你们所能做的就是互相信任。,“相信我，”他说。
185,教育的目标不是财富或地位，而是个人发展。,你知道如何使用个人电脑吗？,因为个人原因。
186,空气质量在过去几年中一直在恶化。,我对你们的质量控制印象很深。,我们始终致力于提高服务质量。
187,你有很多有爱心的朋友。,关怀意味着活着。,退休后，特蕾莎致力于照顾孤儿。
188,你能描述一下那个物体吗？,言语无法形容美丽。,详细描述那次事故。
189,没有人注意到熊的出现。,你不能太依赖外表。,他用外表欺骗别人。
190,一直向前走，直到到达教堂。,你无法让螃蟹笔直行走。,图片是否笔直？
191,外面一片漆黑。,所有的猫在黑暗中都是灰色的。,她的肤色白皙，而她哥哥的肤色却很黑。
192,我只想知道这对其他人来说是否也是一样的。,也许对他来说也是一样的。,它们都一样吗？
193,我认为你的基本理论是错误的。,空气和食物一样，是人类的基本需求。,一旦你学会了基本规则，这个游戏就很容易了。
194,上一个我告诉我的想法的人认为我疯了。,我以为你喜欢学习新东西。,我没想到有一天我会在维基百科上查找“伟哥”。
195,你可以随心所欲。,无论你走得多快，你都追不上他。,航空旅行很快;然而，海上旅行却很宁静。
196,他很高兴听到这个。,很高兴看到你回来。,我很高兴听到你的成功。
197,由于货币紧缩，利率将上升。,最近青少年犯罪呈上升趋势。,我等待帷幕升起，我的心兴奋地跳动着。
198,这永远不会结束。,这在最后得到了某种解释。,按照这个速度，我们不太可能在本周结束之前完成。
199,我的心里充满了幸福。,跟着你的心走。,你所要做的就是把这句话背下来。
200,这不仅仅意味着学习语言、历史或地理。,我熟悉这个小镇的地理。,我喜欢地理和历史。
201,我们能要一张角落的桌子吗？,角落里的男人对丈夫说话。,我想要一间角落的房间。
202,您需要完成的任何活动都需要比您更多的时间。,活动可以防止思想生锈。,由于火山活动，地球表面上升。
203,你不妨立即退出俱乐部。,你属于哪个俱乐部？,库米没有谈论她的俱乐部。
204,从长远来看，你必须多练习。,这只是标准做法，他们并不是在偷工减料。,今天早上你练习竖琴了吗？
205,你太聪明了，不可能不解决这个难题。,你能解决这个问题吗？,我对你解决问题的轻松程度感到惊讶。
206,为什么现代技术没有在中国发展？,教育的目的是开发潜在的能力。,吸烟者比不吸烟者更有可能患肺癌。
207,她最近的烹饪技巧有所提高。,我们不禁对他的滑雪技巧感到好奇。,新工作对他的技能提出了挑战。
208,女孩们追逐她们十几岁的偶像。,她认识这个青少年。,汤姆是青少年偶像。
209,你一定不要读这样的杂志，因为它会对你有害。,米克在等待约会对象时读一本杂志来打发时间。,一本杂志是给男孩看的，另一本是给女孩看的。
210,青少年有时表现得像个婴儿。,如果你穿一件T恤，你会被认为是一个十几岁的孩子。,这名青少年坚称她没有作弊。
211,我向老板鞠躬致意，他也点头回应我的鞠躬。,先生们，请允许我说几句问候。,任何人都知道的词都是问候语。
212,你几年级？,你姐姐上几年级？,我们正在学习是为了通过Step二年级测试。
213,不久的将来将会出现能源危机。,工程师们对太阳能非常着迷。,我们必须充分利用太阳能。
214,去年的流行音乐是由一部连续剧引发的。,鲍勃在戏剧俱乐部。,佩吉没有去看这部剧，我也没有去。
215,我衷心希望你的病能早日康复。,我真诚地希望你能给我第二次机会。,我真诚地后悔给您带来如此不便。
216,你写日记吗？,掌握英语作文的最好方法是用英语记日记。,当我还是学生的时候，我常常用英语写日记。
217,我很自豪能够成为这个项目的一部分。,我被一个星期五要交的项目缠住了。,该公司放弃了该项目。
218,这张裸体海报在视觉上吸引了年轻人。,他停下来看海报。,我在巴黎的阿拉伯世界研究所买了一张海报，把它裱起来。
219,当我们意识到自己到底是谁时，生活就开始了。,终有一天你会意识到这一点。,他花了一段时间才意识到他在哪里后，他来了。
220,幸运的是，他准时登上了火车。,幸运的是他有足够的钱来支付账单。,幸运的是，他找到了一个好座位。
221,我只是不知道该说什么。,我可能很快就会放弃，只是小睡一会儿。,我不是真正的鱼，我只是一条毛茸茸的鱼。
222,最好在演示之前回顾一下材料。,请给我们20-30分钟的演讲时间。,您应该在演讲前让布朗先生更正您的演讲。
223,我没心情。,餐厅里开始播放音乐，气氛非常浪漫。,恐怖分子的炸弹稍微破坏了节日的气氛。
224,这些天我脑子里的事情太多了。,在21世纪，拥有受过教育的头脑意味着什么？,你让我疯了。
225,他们每个人都背着自己的背包。,不管你信不信，它是装在口香糖里的。,请将磁盘和硬拷贝放入公文包中。
226,这是一个庆祝她生日的聚会。,是的，你可以庆祝任何你想庆祝的事情。,愿您在庆祝这欢乐的日子时幸福快乐。
227,我确信你会成功。,我相信你的努力会取得成功。,我很高兴听到你的成功。
228,雷德·穆利根宣布他将于下个月对阵洛奇·卢西亚诺。,他们叫这只狗洛基。,这是一片岩石非常多的土壤，不是吗？
229,尼尔·阿姆斯特朗著名的足迹仍然留在他留下的地方。,汤姆相信他的碳足迹非常低。,这座建筑的生态足迹低。
230,他的脸就像一个月潮湿的星期天一样。,你浑身湿透了。,你所坐的座位上的油漆仍然是湿的。
231,它既深又宽。,一走出家门，我就深深地松了一口气。,静水流深。
232,几个孩子正在沙滩上玩耍。,西班牙语单词听起来像沙子。,飓风桑迪即将来临。
233,你不能再踢我了。,双腿伸直向前踢。,一切都是允许的：你可以踢，绊倒，打，或咬你的对手。
234,这就是我告诉你的小镇。,在城镇里，你可能会被忽视，而在村庄里，这是不可能的。,你难道不知道你是全镇的笑柄吗？
235,该节目将成为今晚节目的一大特色。,Scrum是橄榄球的一个特征。,该计划的主要特征仍然模糊。
236,道路在下一个村庄向南延伸。,英格兰东南部地区人口稠密。,我去南太平洋度过了一个浪漫冒险的夏天。
237,你必须清理桌子。,整理一下你的桌子。,很明显你错了。
238,叫喊声回荡得很响。,那个小女孩大声哭着，急忙向门口走去。,我大声说话，以便每个人都能听到。
239,我们躲避了雷阵雨。,我听到远处有雷声。,闪电先于雷声。
240,我在医院。我被闪电击中了。,如此准确、闪电般的回复。我能说什么？,闪电先于雷声。
241,它仍然记忆犹新。,我们的新英语老师刚从大学毕业。,花草树木需要清洁的空气和淡水。
242,丸山公园是一个人聚集的地方。,您必须收集更多信息。,及时行乐。
243,有关国家通过和平方式解决了争端。,我们必须维护我们的和平宪法。,有时我想过上更平静的生活。
244,从空中看，这条河像一条巨蛇。,光是看到蛇就让她恶心。,你是一条蛇！
245,许多人漫无目的地度过一生。,你无所畏惧的精神将带领你度过难关。,你没看到一只狗从院子里经过吗？
246,我很自豪能够成为这个项目的一部分。,你做你的那部分，剩下的我来做。,您计划参加会议吗？
247,对不起;请允许我指出上面文章中的三个错误。,这篇文章的长度不得超过1000字。,你读过《时代》关于亚洲的文章吗？
248,出于某种原因，我在晚上感觉更有活力。,你太老了，不可能看不出原因。,你知道原因吗？
249,出于某种原因，我在晚上感觉更有活力。,尽管我没有表现出任何生命的迹象，但我仍然活着。,大象是现存的最大的陆地动物。
250,汤姆的沙堡被风暴摧毁了。,让我们建一座沙堡吧。,汤姆建造了一座沙堡。玛丽然后踩了它。
251,你不妨听从他的建议。,你所要做的就是听从他的建议。,你所要做的就是听从他的建议。
252,地球上增加幸福感的唯一方法就是分配幸福感。,把蛋糕分给你们三个。,海洋与其说是分裂世界，不如说是团结世界。
253,我们是否去那里由您决定。,当你决定对它有什么期望时，生活就开始了。,是什么让您决定在我们公司工作？
254,今年我们将在田地里种棉花。,水稻已经收成了。,异常低温是今年水稻收成不佳的原因。
255,在文化上，他们与野蛮人处于同一水平。,在异国他乡，我们大多数人都会经历文化冲击。,我们必须将我们的文化传播给下一代。
256,近年来，许多当地传统已经衰落。,我会给你局部麻醉。,当地学校董事会不遗余力地禁止这本书。
257,我们必须尊重传统。,在一个以过去为导向的社会中，人们沉迷于过去和传统。,时装设计师正在打破传统。
258,你一次又一次地继续犯同样的错误。,一旦开始，你就必须继续。,你应该继续下去，直到你满意为止。
259,教育体系正在转型。,共产主义是苏联实行的制度。,工程师演示了如何操作这个复杂的系统。
260,您将文件保存在哪个文件夹中？,纠正错误并将文件返回卢森堡先生。,将其作为压缩文件发送给我。
261,你获奖真是太神奇了。,太神奇了;你应该获奖的。,你妈妈能说六种语言真是太神奇了！
262,当我在你这个年纪时，冥王星是一颗行星。,核战争将结束这个星球上的生命。,海王星是太阳系第八颗行星。
263,这位慷慨的牙医向慈善机构捐赠了约20亿日元。,周二宣布的计划要求减税540亿美元。,该慈善机构以一位捐赠了约20亿日元的男子的名字命名。
264,这能支付假期费用吗？,咳嗽、打喷嚏或打哈欠时捂住嘴。,用这条毯子盖住受伤的人。
265,您独自进入该地区是有风险的。,附近有一个购物区。,救援人员搜查了该地区，寻找孩子。
266,气温已经连续几天低于冰点了。,我冻僵了。,天气很冷。
267,地球表面的三分之一是沙漠。,现在除了沙漠什么也没有，那里曾经是一片肥沃的平原。,骆驼经常被用来在沙漠中旅行。
268,一米是100厘米。,剧院门口上方的字有一米高。,他们会在百米比赛中打破十秒大关吗？
269,我试图打电话联系你，但无法接通。,一直向前走，直到到达教堂。,把杯子放在眼睛够得着的地方。
270,黑麦被称为贫困之谷。,农民渴望粮食成熟的那一天。,像往常一样，农民们忙着撒粮食种子。
271,生命不长，却很宽！,你大错特错了。,你说的话太离谱了。
272,我们玩得很开心。,扔一只小白鼠来抓鲸鱼。,"抹香鲸可以潜入1,000米的深处。"
273,哦，有一只蝴蝶！,天空中飞翔的蝙蝠看起来像一只蝴蝶。,蜂鸟不比蝴蝶大。
274,牛为我们提供牛奶。,牛为我们提供优质牛奶。,为饥饿的人们提供食物。
275,我们想勘探水下油田。,我们将探索每一颗绕太阳运行的行星。,他希望探索这个无人居住的岛屿。
276,这永远不会消失。,甚至这些话有一天也会消失。,下午6点后，员工开始失踪。
277,我知道它是塑料的，但尝起来像木头。,即使整容手术也无济于事。,为了安全起见，请在使用前取下塑料外壳。
278,太阳镜可以保护我们的眼睛免受阳光照射。,护目镜可以保护您的眼睛免受灰尘的侵害。,我们应该做更多的工作来保护臭氧层免受进一步的破坏。
